FACILITY ID,FACILITY NAME,REGION,PROGRAM CATEGORY,ASSIGNED CATEGORY,COMMUNITY TYPE,FEDERAL FACILITY,NPDES ASSESSMENT,WDR ASSESSMENT,CS ASSESSMENT,wdid,npdes_permit_number,order_number,pop_cwns,pop_cwns_2042,pop_sso_csv,pop_covid,pop_served_csv,pop_source_csv,pop_growth_rate,wdid_sso,pop_served_via_rwb,pop_final,pop_final_source,pop_final_rwb_preferred,pop_final_rwb_preferred_source
212135,Burbank WRP,4,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,4B190101001,CA0055531,R4-2023-0358,1715,1715,107000,NA,1715,CWNS+SSO,0,NA,NA,1715,pop_cwns,1715,pop_cwns
216719,Camarillo WRP,4,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,4A560100001,CA0053597,R4-2019-0136,40960,44100,NA,NA,40960,CWNS,0.37,NA,NA,40960,pop_cwns,40960,pop_cwns
216832,Camrosa Water Reclamation Facility,4,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,4A560106003,CA0059501,R4-2020-0078,496,452,NA,NA,496,CWNS,-0.46,NA,NA,496,pop_cwns,496,pop_cwns
267571,Donald C. Tillman WWRP,4,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,4B190106004,CA0056227,R4-2022-0341,75026,95827,NA,NA,75026,CWNS,1.23,NA,NA,75026,pop_cwns,75026,pop_cwns
231693,Hill Canyon WWTP,4,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,4A560112001,CA0056294,R4-2019-0137,11008,12236,NA,NA,11008,CWNS,0.53,NA,NA,11008,pop_cwns,11008,pop_cwns
232063,Hyperion WWTP,4,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,4B190106002,CA0109991,R4-2023-0033,62019,74458,NA,4000000,62019,CWNS+COVID,0.92,NA,NA,62019,pop_cwns,62019,pop_cwns
238562,Long Beach WRP,4,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,4B190107014,CA0054119,R4-2022-0032,NA,NA,4757320,NA,4757320,SSO,NA,NA,NA,4757320,pop_sso_csv,4757320,pop_sso_csv
235738,Los Angeles-Glendale WWRP,4,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,4B190106001,CA0053953,R4-2022-0343,58713,61152,NA,NA,58713,CWNS,0.2,NA,NA,58713,pop_cwns,58713,pop_cwns
238646,Los Coyotes WRP,4,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,4B190107015,CA0054011,R4-2021-0142,3353576,3632460,NA,NA,3353576,CWNS,0.4,NA,NA,3353576,pop_cwns,3353576,pop_cwns
242162,Malibu Mesa WRP,4,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,4B190107048,CA0059099,R4-2021-0062,3420,3620,4050,NA,3420,CWNS+SSO,0.28,NA,NA,3420,pop_cwns,3420,pop_cwns
243377,Moorpark WRF - WRR,4,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,NA,NA,NA,99473,99473,NA,NA,99473,CWNS,0,NA,NA,99473,pop_cwns,99473,pop_cwns
658148,Newhall Ranch WRP,4,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,4A190118001,CA0064556,R4-2019-0077,62737,74667,NA,NA,62737,CWNS,0.87,NA,NA,62737,pop_cwns,62737,pop_cwns
246616,Ojai Valley WWTP,4,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,4A560104001,CA0053961,R4-2023-0430,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
246946,Oxnard WWTP,4,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,4A560105001,CA0054097,R4-2018-0140,919987,919987,NA,250000,919987,CWNS+COVID,0,NA,NA,919987,pop_cwns,919987,pop_cwns
250700,Pomona Water Reclamation Plant,4,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,4B190107019,CA0053619,R4-2021-0097,117000,117900,NA,NA,117000,CWNS,0.04,NA,NA,117000,pop_cwns,117000,pop_cwns
858910,Royal Palms Public Restroom,4,NPDESWW,DU,COMMUNITY,FALSE,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260156,San Jose Creek Water Reclamation Plant,4,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,4B190107020,CA0053911,R4-2021-0131,2800773,2799860,NA,NA,2800773,CWNS,0,NA,NA,2800773,pop_cwns,2800773,pop_cwns
260494,Saugus Water Reclamation Plant,4,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,4A190107021,CA0054313,R4-2022-0175,189973,209563,274729,NA,189973,CWNS+SSO,0.49,NA,NA,189973,pop_cwns,189973,pop_cwns
261253,Simi Valley WQCP,4,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,4A560110001,CA0055221,R4-2019-0135,213774,228264,NA,NA,213774,CWNS,0.33,NA,NA,213774,pop_cwns,213774,pop_cwns
266940,Tapia WRF,4,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,4B190104001,CA0056014,R4-2017-0124,44449,54000,NA,75000,44449,CWNS+COVID,0.98,NA,NA,44449,pop_cwns,44449,pop_cwns
267130,Terminal Island Water Reclamation Plant,4,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,4B190106005,CA0053856,R4-2021-0095,523851,582847,NA,NA,523851,CWNS,0.54,NA,NA,523851,pop_cwns,523851,pop_cwns
270849,Valencia WRP,4,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,4A190107023,CA0054216,R4-2022-0174,NA,NA,4,NA,4,SSO,NA,NA,NA,4,pop_sso_csv,4,pop_sso_csv
271054,Ventura WRF,4,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,4A560107001,CA0053651,R4-2020-0024,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
235826,Whittier Narrows Water Reclamation Plant,4,NPDESWW,i,COMMUNITY,FALSE,Yes,No,No,4B190107016,CA0053716,R4-2021-0096,NA,NA,NA,NA,NA,No data,NA,NA,NA,NA,NA,NA,NA
643369,Agoura Hills CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO11366,23387,23387,pop_served_via_rwb,23387,pop_served_via_rwb
631880,Alhambra City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10362,89700,89700,pop_served_via_rwb,89700,pop_served_via_rwb
631881,Arcadia City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10363,58232,58232,pop_served_via_rwb,58232,pop_served_via_rwb
631908,Artesia City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10364,17608,17608,pop_served_via_rwb,17608,pop_served_via_rwb
631813,Avalon CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10349,3738,3738,pop_served_via_rwb,3738,pop_served_via_rwb
631913,Baldwin Park City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10366,81604,81604,pop_served_via_rwb,81604,pop_served_via_rwb
631918,Bell Gardens City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10368,47002,47002,pop_served_via_rwb,47002,pop_served_via_rwb
631921,Bellflower City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10369,77312,77312,pop_served_via_rwb,77312,pop_served_via_rwb
631923,Beverly Hills City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10370,32646,32646,pop_served_via_rwb,32646,pop_served_via_rwb
631925,Bradbury City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10371,963,963,pop_served_via_rwb,963,pop_served_via_rwb
631932,"Burbank City, Public Works CS",4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10373,107000,107000,pop_served_via_rwb,107000,pop_served_via_rwb
631767,CSU Dominguez Hills CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10353,1400,1400,pop_served_via_rwb,1400,pop_served_via_rwb
631769,CSU Long Beach CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10354,43000,43000,pop_served_via_rwb,43000,pop_served_via_rwb
631771,CSU Los Angeles CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10355,18000,18000,pop_served_via_rwb,18000,pop_served_via_rwb
631772,CSU Northridge CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10356,0,0,pop_served_via_rwb,0,pop_served_via_rwb
631750,CSU Polytechnic Pomona CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10351,27500,27500,pop_served_via_rwb,27500,pop_served_via_rwb
645749,Calabasas City CS (SSO),4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO11447,23788,23788,pop_served_via_rwb,23788,pop_served_via_rwb
631773,Camarillo Water Reclam. Plant CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10357,47000,47000,pop_served_via_rwb,47000,pop_served_via_rwb
631876,Camrosa CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10361,17742,17742,pop_served_via_rwb,17742,pop_served_via_rwb
631935,Carson City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10374,98047,98047,pop_served_via_rwb,98047,pop_served_via_rwb
631939,Cerritos City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10375,49578,49578,pop_served_via_rwb,49578,pop_served_via_rwb
644155,Channel Islands Beach CSD CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO11406,5400,5400,pop_served_via_rwb,5400,pop_served_via_rwb
631942,Claremont City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10376,35684,35684,pop_served_via_rwb,35684,pop_served_via_rwb
631945,Commerce City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10377,13581,13581,pop_served_via_rwb,13581,pop_served_via_rwb
631948,Compton City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10378,95740,95740,pop_served_via_rwb,95740,pop_served_via_rwb
644312,County Sanitation District Joint Outfall CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO11388,4757320,4757320,pop_served_via_rwb,4757320,pop_served_via_rwb
644125,County Sanitation District No. 29 CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO11403,11597,11597,pop_served_via_rwb,11597,pop_served_via_rwb
644105,County Sanitation District No. 4 CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO11390,36154,36154,pop_served_via_rwb,36154,pop_served_via_rwb
643378,County Service Area No. 29- North Coast CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO11375,822,822,pop_served_via_rwb,822,pop_served_via_rwb
643374,County Service Area No. 30- Nyeland Acres CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO11371,2100,2100,pop_served_via_rwb,2100,pop_served_via_rwb
643367,County Service Area No. 34- El Rio CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO11364,5300,5300,pop_served_via_rwb,5300,pop_served_via_rwb
631950,Covina City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10379,48876,48876,pop_served_via_rwb,48876,pop_served_via_rwb
631783,Crescenta Valley County Water CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10444,33369,33369,pop_served_via_rwb,33369,pop_served_via_rwb
631952,Cudahy City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10380,26029,26029,pop_served_via_rwb,26029,pop_served_via_rwb
631954,Culver City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10381,39970,39970,pop_served_via_rwb,39970,pop_served_via_rwb
631955,Diamond Bar City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10382,61019,61019,pop_served_via_rwb,61019,pop_served_via_rwb
631956,Downey City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10383,112584,112584,pop_served_via_rwb,112584,pop_served_via_rwb
631991,Duarte City CS (SSO program),4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10384,23124,23124,pop_served_via_rwb,23124,pop_served_via_rwb
631992,El Monte City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10385,115487,115487,pop_served_via_rwb,115487,pop_served_via_rwb
631993,El Segundo City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10386,16700,16700,pop_served_via_rwb,16700,pop_served_via_rwb
735154,Fillmore Sewage CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO11540,16681,16681,pop_served_via_rwb,16681,pop_served_via_rwb
631994,Gardena City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10387,61013,61013,pop_served_via_rwb,61013,pop_served_via_rwb
631996,Glendale City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10388,189221,189221,pop_served_via_rwb,189221,pop_served_via_rwb
631997,Glendora City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10389,52830,52830,pop_served_via_rwb,52830,pop_served_via_rwb
631998,Hawaiian Gardens City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10390,15884,15884,pop_served_via_rwb,15884,pop_served_via_rwb
631999,Hawthorne City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10391,90000,90000,pop_served_via_rwb,90000,pop_served_via_rwb
632000,Hermosa Beach City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10392,19557,19557,pop_served_via_rwb,19557,pop_served_via_rwb
644943,Hidden Hills CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO11439,2025,2025,pop_served_via_rwb,2025,pop_served_via_rwb
632001,Huntington Park City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10393,54883,54883,pop_served_via_rwb,54883,pop_served_via_rwb
631789,Hyperion CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10450,4624459,4624459,pop_served_via_rwb,4624459,pop_served_via_rwb
632002,Industry City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10394,264,264,pop_served_via_rwb,264,pop_served_via_rwb
632003,Inglewood City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10395,110300,110300,pop_served_via_rwb,110300,pop_served_via_rwb
632008,Irwindale City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10396,1717,1717,pop_served_via_rwb,1717,pop_served_via_rwb
630989,LA City Bureau of Sanitation CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10502,90334,90334,pop_served_via_rwb,90334,pop_served_via_rwb
632009,La Canada Flintridge City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10397,21261,21261,pop_served_via_rwb,21261,pop_served_via_rwb
632011,La Habra Heights City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10398,6161,6161,pop_served_via_rwb,6161,pop_served_via_rwb
632012,La Mirada City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10399,50015,50015,pop_served_via_rwb,50015,pop_served_via_rwb
632017,La Puente City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10400,39572,39572,pop_served_via_rwb,39572,pop_served_via_rwb
631169,La Verne City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10401,34325,34325,pop_served_via_rwb,34325,pop_served_via_rwb
631174,Lakewood City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10402,83636,83636,pop_served_via_rwb,83636,pop_served_via_rwb
631822,Las Virgenes MWD CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10460,80000,80000,pop_served_via_rwb,80000,pop_served_via_rwb
631181,Lawndale City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10403,33641,33641,pop_served_via_rwb,33641,pop_served_via_rwb
631184,Lomita City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10404,21015,21015,pop_served_via_rwb,21015,pop_served_via_rwb
645129,Long Beach Water Dept. CS (SSO program),4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO11423,466742,466742,pop_served_via_rwb,466742,pop_served_via_rwb
631189,Lynwood City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10407,69899,69899,pop_served_via_rwb,69899,pop_served_via_rwb
631831,Malibu Mesa Zone of the CSMD CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10465,4050,4050,pop_served_via_rwb,4050,pop_served_via_rwb
631191,Manhattan Beach City CS (SSO program),4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10408,35183,35183,pop_served_via_rwb,35183,pop_served_via_rwb
631193,Maywood City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10409,28000,28000,pop_served_via_rwb,28000,pop_served_via_rwb
631196,Monrovia City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10410,39000,39000,pop_served_via_rwb,39000,pop_served_via_rwb
631199,Montebello City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10411,63833,63833,pop_served_via_rwb,63833,pop_served_via_rwb
631200,Monterey Park City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10412,62000,62000,pop_served_via_rwb,62000,pop_served_via_rwb
873478,Newhall Ranch CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO18115,4,4,pop_served_via_rwb,4,pop_served_via_rwb
631844,Ojai Valley CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10477,23000,23000,pop_served_via_rwb,23000,pop_served_via_rwb
631846,Oxnard CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10479,242237,242237,pop_served_via_rwb,242237,pop_served_via_rwb
631204,Palos Verdes Estates City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10414,14085,14085,pop_served_via_rwb,14085,pop_served_via_rwb
631206,Paramount City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10415,57989,57989,pop_served_via_rwb,57989,pop_served_via_rwb
631208,Pasadena City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10416,146000,146000,pop_served_via_rwb,146000,pop_served_via_rwb
631211,Pico Rivera City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10417,66967,66967,pop_served_via_rwb,66967,pop_served_via_rwb
631213,Pomona City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10418,151696,151696,pop_served_via_rwb,151696,pop_served_via_rwb
794376,Rancho Palos Verdes - Central CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO18098,270,270,pop_served_via_rwb,270,pop_served_via_rwb
631219,Rancho Palos Verdes City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10420,42893,42893,pop_served_via_rwb,42893,pop_served_via_rwb
631222,Redondo Beach City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10421,69781,69781,pop_served_via_rwb,69781,pop_served_via_rwb
631228,Rolling Hills City Estates CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10423,8157,8157,pop_served_via_rwb,8157,pop_served_via_rwb
631229,Rosemead City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10424,57756,57756,pop_served_via_rwb,57756,pop_served_via_rwb
631231,San Dimas City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10425,36946,36946,pop_served_via_rwb,36946,pop_served_via_rwb
631232,San Fernando City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10426,24585,24585,pop_served_via_rwb,24585,pop_served_via_rwb
631235,San Gabriel City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10427,40000,40000,pop_served_via_rwb,40000,pop_served_via_rwb
631238,San Marino City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10428,12500,12500,pop_served_via_rwb,12500,pop_served_via_rwb
631239,Santa Clarita City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10429,177641,177641,pop_served_via_rwb,177641,pop_served_via_rwb
644127,Santa Clarita Valley Sanitation District of Los Angeles County CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO11405,274729,274729,pop_served_via_rwb,274729,pop_served_via_rwb
631253,Santa Fe Springs City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10430,17929,17929,pop_served_via_rwb,17929,pop_served_via_rwb
631318,Santa Monica City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10431,93283,93283,pop_served_via_rwb,93283,pop_served_via_rwb
631853,Santa Paula CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10486,29800,29800,pop_served_via_rwb,29800,pop_served_via_rwb
631854,Saticoy S.D. CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10487,1130,1130,pop_served_via_rwb,1130,pop_served_via_rwb
631323,Sierra Madre City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10432,11094,11094,pop_served_via_rwb,11094,pop_served_via_rwb
631856,Simi Valley CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10489,126788,126788,pop_served_via_rwb,126788,pop_served_via_rwb
631755,South El Monte City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10434,22627,22627,pop_served_via_rwb,22627,pop_served_via_rwb
631761,South Pasadena City CS,4,SSO,i,COMMUNITY,FALSE,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4SSO10436,26314,26314,pop_served_via_rwb,26314,pop_served_via_rwb
